副本ID(主线支线挑战为类型ID+世界ID+2位序号，其他为类型ID+4位序号)  探索是11开头的,副本类型（1：主线；2：挑战；3：活动副本；4:多人副本；5：PVP调用；6；庇护所调用；7：支线副本；8：亲密度副本；9：限时活动副本; 10:守护试炼 11：探索副本 12:转职副本 14：公会矿洞 15:幻卡 16:百层塔 17：公会战 21:天守阁）,世界ID,副本名称,副本等级,副本经验,角色经验,副本消耗类型（消耗类型ID）,进入副本消耗,完成副本消耗,副本限制人数,副本阵容ID,前置副本,解锁等级,对应的主线本ID,星级条件描述,星级条件脚本,星级条件奖励类型,星级条件奖励数量,Lua脚本,布阵摄像机,战斗摄像机,结算展示摄像机,结算摄像机,影子摄像机,副本攻略,副本攻略概述（12字）,限制类型1(0：无限制1：限定某些角色登场2：限定某职业角色登场3：限定等级以上角色登场4：限定某性别角色登场5：限定某势力角色登场),限制参数1,限制类型2,限制参数2,副本技能(玩家队伍光环技能),副本特殊要求ICON,副本特殊要求说明,进入布阵时触发的剧情,结算完成后战斗场景触发的剧情,结算完成后中地图触发的剧情,限制次数,是否可以扫荡(1可以0不可以）,亲密度,副本职业,副本战斗力,回合耗尽(0:不显示 1：回合耗尽后，战斗失败 :2：回合耗尽后，战斗胜利）,副本金币和boss伤害挂钩（X+伤害^y*z)，伤害不超过boss血量R,公会战防御队伍出站人数
115109,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore01_09.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;14,12668,1,0,0
115201,11,1,1101011,10,100,0,4,2,8,4,3,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore02_01.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;13;15,12668,1,0,0
115202,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore02_02.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;14;15,12668,1,0,0
115203,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore02_03.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;14;15,12668,1,0,0
115204,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore02_04.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;13;15,12668,1,0,0
115205,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore02_05.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;13;15,12668,1,0,0
115206,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore02_06.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;14;15,12668,1,0,0
115207,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore02_07.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;14;15,12668,1,0,0
115208,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore02_08.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;13;15,12668,1,0,0
115301,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore03_01.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,13;15,12668,1,0,0
115302,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore03_02.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;15,12668,1,0,0
115303,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore03_03.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;15,12668,1,0,0
115304,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore03_04.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,14;15,12668,1,0,0
115305,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore03_05.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,15,12668,1,0,0
115306,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore03_06.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;14,12668,1,0,0
115307,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore03_07.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;13,12668,1,0,0
115308,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore03_08.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;13,12668,1,0,0
115309,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore03_09.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;14,12668,1,0,0
115401,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore04_01.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,13;15,12668,1,0,0
115402,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore04_02.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,13;15,12668,1,0,0
115403,11,1,1101011,10,100,0,4,2,8,4,3,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore04_03.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;15,12668,1,0,0
115404,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore04_04.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,14;15,12668,1,0,0
115405,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore04_05.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,15,12668,1,0,0
115406,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore04_06.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;14,12668,1,0,0
115407,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore04_07.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;13,12668,1,0,0
115408,11,1,1101011,10,100,0,4,2,8,4,3,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore04_08.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;13,12668,1,0,0
115409,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore04_09.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;14,12668,1,0,0
115501,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore05_01.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,13;15,12668,1,0,0
115502,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore05_02.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;15,12668,1,0,0
115503,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore05_03.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;15,12668,1,0,0
115504,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore05_04.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,14;15,12668,1,0,0
115505,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore05_05.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,15,12668,1,0,0
115506,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore05_06.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;14,12668,1,0,0
115507,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore05_07.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,12;13,12668,1,0,0
115508,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore05_08.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;13,12668,1,0,0
115601,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore06_01.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,14;15,12668,1,0,0
115602,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore06_02.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;14,12668,1,0,0
115603,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore06_03.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;14,12668,1,0,0
115604,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore06_04.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;13,12668,1,0,0
115605,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore06_05.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;14,12668,1,0,0
115606,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore06_06.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;14,12668,1,0,0
115607,11,1,1101011,10,100,0,4,2,8,4,4,0,0,0,1001;1002;1003,0,0,3;3;3,hexplore06_07.lua,,,,,ShadowCamera3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,11;13,12668,1,0,0
120001,12,1,1200011,10,50,20,4,2,3,1,0,0,0,0,1008;1002;1003,0,0,3;3;3,warrior_transfer_1.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_9,1504,0,0,0,0,0,1,0,480,2,0,0
120002,12,1,1200021,10,50,20,4,2,3,1,0,0,0,0,1009;1002;1003,0,0,3;3;3,assassin_transfer_1.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1505,0,0,0,0,0,1,0,480,1,0,0
120003,12,1,1200031,10,50,20,4,2,3,1,0,0,0,0,1009;1002;1003,0,0,3;3;3,archer_transfer_1.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1505,0,0,0,0,0,1,0,480,1,0,0
120004,12,1,1200041,10,50,20,4,2,3,1,0,0,0,0,1009;1002;1003,0,0,3;3;3,mage_transfer_1.lua,,,,,ShadowCamera1,0,0,0,0,0,0,4010441,buzhen_icon_10,1505,0,0,0,0,0,1,0,480,1,0,0
120005,12,1,1200051,10,50,20,4,2,3,1,0,0,0,0,1010;1002;1003,0,0,3;3;3,pastor_transfer_1.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_13,1506,0,0,0,0,0,1,0,480,2,0,0
120006,12,1,1200011,10,50,20,4,2,3,1,0,0,0,0,1008;1002;1003,0,0,3;3;3,warrior_transfer_2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1505,0,0,0,0,0,1,0,480,1,0,0
120007,12,1,1200021,10,50,20,4,2,3,3,0,0,0,0,1009;1002;1003,0,0,3;3;3,assassin_transfer_2.lua,,,,,ShadowCamera1,0,0,2,12,0,0,0,buzhen_icon_10;buzhen_icon_19,1505;1517,0,0,0,0,0,1,0,480,1,0,0
120008,12,1,1200031,10,50,20,4,2,3,3,0,0,0,0,1009;1002;1003,0,0,3;3;3,archer_transfer_2.lua,,,,,ShadowCamera1,0,0,2,13,0,0,0,buzhen_icon_10;buzhen_icon_19,1505;1517,0,0,0,0,0,1,0,480,1,0,0
120009,12,1,1200041,10,50,20,4,2,3,3,0,0,0,0,1009;1002;1003,0,0,3;3;3,mage_transfer_2.lua,,,,,ShadowCamera1,0,0,2,14,0,0,0,buzhen_icon_10;buzhen_icon_19,1505;1517,0,0,0,0,0,1,0,480,1,0,0
120010,12,1,1200051,10,50,20,4,2,3,3,0,0,0,0,1010;1002;1003,0,0,3;3;3,pastor_transfer_2.lua,,,,,ShadowCamera1,0,0,2,15,0,0,4010514,buzhen_icon_9;buzhen_icon_19,1505;1518,0,0,0,0,0,1,0,480,1,0,0
120011,12,1,1200011,10,50,20,4,2,3,3,0,0,0,0,1008;1002;1003,0,0,3;3;3,warrior_transfer_3.lua,,,,,ShadowCamera1,0,0,2,11,0,0,0,buzhen_icon_9;buzhen_icon_19,1515;1524,0,0,0,0,0,1,0,480,2,0,0
120012,12,1,1200021,10,50,20,4,2,3,1,0,0,0,0,1009;1002;1003,0,0,3;3;3,assassin_transfer_3.lua,,,,,ShadowCamera1,0,0,2,12,0,0,0,buzhen_icon_9,1505,0,0,0,0,0,1,0,480,1,0,0
120013,12,1,1200031,10,50,20,4,2,3,3,0,0,0,0,1009;1002;1003,0,0,3;3;3,archer_transfer_3.lua,,,,,ShadowCamera1,0,0,2,13,0,0,0,buzhen_icon_10;buzhen_icon_19,1505;1517,0,0,0,0,0,1,0,480,1,0,0
120014,12,1,1200041,10,50,20,4,2,3,3,0,0,0,0,1009;1002;1003,0,0,3;3;3,mage_transfer_3.lua,,,,,ShadowCamera1,0,0,2,14,0,0,0,buzhen_icon_10;buzhen_icon_19,1505;1517,0,0,0,0,0,1,0,480,1,0,0
120015,12,1,1200051,10,50,20,4,2,3,3,0,0,0,0,1010;1002;1003,0,0,3;3;3,pastor_transfer_3.lua,,,,,ShadowCamera1,0,0,2,15,0,0,0,buzhen_icon_9;buzhen_icon_19,1504;1519,0,0,0,0,0,1,0,480,2,0,0
140001,14,1,1400011,4,0,0,4,0,0,3,140,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,guilddup_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_9,1515,0,0,0,0,0,1,11,341,2,0,0
140002,14,1,1400021,4,0,0,4,0,0,3,141,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,guilddup_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_9,1515,0,0,0,0,0,1,14,341,2,0,0
140003,14,1,1400031,4,0,0,4,0,0,3,142,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,guilddup_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,13,341,1,0,0
140004,14,1,1400041,4,0,0,4,0,0,3,143,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,guilddup_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,11;15,341,1,0,0
140005,14,1,1400051,4,0,0,4,0,0,3,144,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,guilddup_05.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_9,1538,0,0,0,0,0,1,12,341,1,0,0
140006,14,1,1400051,4,0,0,4,0,0,3,144,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,guilddup_06.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_9,1538,0,0,0,0,0,1,12,341,1,0,0
140007,14,1,1400051,4,0,0,4,0,0,3,144,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,guilddup_07.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_9,1538,0,0,0,0,0,1,12,341,1,0,0
140008,14,1,1400051,4,0,0,4,0,0,3,144,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,guilddup_08.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_9,1538,0,0,0,0,0,1,12,341,1,0,0
170000,17,1,1700001,6,0,0,4,0,0,4,170,0,0,0,1001;1002;1003,0,0,0,GuildBattle_crystal.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170001,17,1,1700001,6,0,0,4,0,0,4,171,0,0,0,1001;1002;1003,0,0,0,GuildBattle_crystal_big.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170002,17,1,1700001,6,0,0,4,0,0,4,172,0,0,0,1001;1002;1003,0,0,0,GuildBattle_turret.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170003,17,1,1700001,6,0,0,4,0,0,4,173,0,0,0,1001;1002;1003,0,0,0,GuildBattle_turret_big.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170004,17,1,1700001,6,0,0,4,0,0,4,174,0,0,0,1001;1002;1003,0,0,0,GuildBattle_wards.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170005,17,1,1700001,6,0,0,4,0,0,4,175,0,0,0,1001;1002;1003,0,0,0,GuildBattle_wards_big.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170006,17,1,1700001,6,0,0,4,0,0,4,176,0,0,0,1001;1002;1003,0,0,0,GuildBattle_bartizan.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170007,17,1,1700001,6,0,0,4,0,0,4,177,0,0,0,1001;1002;1003,0,0,0,GuildBattle_bartizan_big.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170008,17,1,1700001,6,0,0,4,0,0,4,178,0,0,0,1001;1002;1003,0,0,0,GuildBattle_vicecity.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170009,17,1,1700001,6,0,0,4,0,0,4,179,0,0,0,1001;1002;1003,0,0,0,GuildBattle_city.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,5
170010,17,1,1700001,6,0,0,4,0,0,4,170,0,0,0,1001;1002;1003,0,0,0,GuildBattle_crystal2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170011,17,1,1700001,6,0,0,4,0,0,4,171,0,0,0,1001;1002;1003,0,0,0,GuildBattle_crystal_big2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170012,17,1,1700001,6,0,0,4,0,0,4,172,0,0,0,1001;1002;1003,0,0,0,GuildBattle_turret2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170013,17,1,1700001,6,0,0,4,0,0,4,173,0,0,0,1001;1002;1003,0,0,0,GuildBattle_turret_big2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170014,17,1,1700001,6,0,0,4,0,0,4,174,0,0,0,1001;1002;1003,0,0,0,GuildBattle_wards2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170015,17,1,1700001,6,0,0,4,0,0,4,175,0,0,0,1001;1002;1003,0,0,0,GuildBattle_wards_big2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170016,17,1,1700001,6,0,0,4,0,0,4,176,0,0,0,1001;1002;1003,0,0,0,GuildBattle_bartizan2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170017,17,1,1700001,6,0,0,4,0,0,4,177,0,0,0,1001;1002;1003,0,0,0,GuildBattle_bartizan_big2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170018,17,1,1700001,6,0,0,4,0,0,4,178,0,0,0,1001;1002;1003,0,0,0,GuildBattle_vicecity2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170019,17,1,1700001,6,0,0,4,0,0,4,179,0,0,0,1001;1002;1003,0,0,0,GuildBattle_city2.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,5
170020,17,1,1700001,6,0,0,4,0,0,4,170,0,0,0,1001;1002;1003,0,0,0,GuildBattle_crystal3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170021,17,1,1700001,6,0,0,4,0,0,4,171,0,0,0,1001;1002;1003,0,0,0,GuildBattle_crystal_big3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170022,17,1,1700001,6,0,0,4,0,0,4,172,0,0,0,1001;1002;1003,0,0,0,GuildBattle_turret3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170023,17,1,1700001,6,0,0,4,0,0,4,173,0,0,0,1001;1002;1003,0,0,0,GuildBattle_turret_big3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170024,17,1,1700001,6,0,0,4,0,0,4,174,0,0,0,1001;1002;1003,0,0,0,GuildBattle_wards3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170025,17,1,1700001,6,0,0,4,0,0,4,175,0,0,0,1001;1002;1003,0,0,0,GuildBattle_wards_big3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170026,17,1,1700001,6,0,0,4,0,0,4,176,0,0,0,1001;1002;1003,0,0,0,GuildBattle_bartizan3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170027,17,1,1700001,6,0,0,4,0,0,4,177,0,0,0,1001;1002;1003,0,0,0,GuildBattle_bartizan_big3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170028,17,1,1700001,6,0,0,4,0,0,4,178,0,0,0,1001;1002;1003,0,0,0,GuildBattle_vicecity3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,4
170029,17,1,1700001,6,0,0,4,0,0,4,179,0,0,0,1001;1002;1003,0,0,0,GuildBattle_city3.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,341,2,0,5
160000,16,3,103011,28,0,0,4,0,0,4,200,0,30,0,1001;1003;1014,0,0,0,tower_01.lua,,,,,ShadowCamera3,0,0,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,0,0,1500,1,0,0
160001,16,3,103011,29,0,0,4,0,0,4,201,160000,30,0,1001;1003;1014,0,0,0,tower_02.lua,,,,,ShadowCamera3,0,0,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,0,0,2000,1,0,0
160002,16,3,103011,30,0,0,4,0,0,3,202,160001,30,0,1001;1003;1014,0,0,0,tower_03.lua,,,,,ShadowCamera3,0,0,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,0,0,2500,1,0,0
160003,16,3,103011,31,0,0,4,0,0,4,203,160002,30,0,1001;1003;1014,0,0,0,tower_04.lua,,,,,ShadowCamera3,0,0,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,0,0,3000,1,0,0
160004,16,3,103011,32,0,0,4,0,0,3,204,160003,30,0,1001;1003;1014,0,0,0,tower_05.lua,,,,,ShadowCamera4,0,0,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,0,0,3500,1,0,0
160005,16,3,103011,33,0,0,4,0,0,4,205,160004,30,0,1001;1003;1014,0,0,0,tower_06.lua,,,,,ShadowCamera5,0,0,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,0,0,4000,1,0,0
160006,16,3,103011,34,0,0,4,0,0,4,206,160005,30,0,1001;1003;1014,0,0,0,tower_07.lua,,,,,ShadowCamera6,0,0,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,0,0,4500,1,0,0
160007,16,3,103011,35,0,0,4,0,0,4,207,160006,30,0,1001;1003;1014,0,0,0,tower_08.lua,,,,,ShadowCamera7,0,0,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,0,0,5000,1,0,0
160008,16,3,103011,36,0,0,4,0,0,4,208,160007,30,0,1001;1003;1014,0,0,0,tower_09.lua,,,,,ShadowCamera8,0,0,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,0,0,5500,1,0,0
160009,16,3,103011,37,0,0,4,0,0,4,209,160008,30,0,1001;1003;1014,0,0,0,tower_10.lua,,,,,ShadowCamera9,0,0,2,12;13;15,0,0,0,buzhen_icon_2;buzhen_icon_1,1491;1494,0,0,0,0,0,0,0,6000,1,0,0
160010,16,3,103011,39,0,0,4,0,0,3,210,160009,30,0,1001;1003;1014,0,0,0,tower_11.lua,,,,,ShadowCamera10,0,0,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,0,0,6500,1,0,0
160011,16,3,103011,40,0,0,4,0,0,4,211,160010,30,0,1001;1003;1014,0,0,0,tower_12.lua,,,,,ShadowCamera11,0,0,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,0,0,7000,1,0,0
160012,16,3,103011,41,0,0,4,0,0,3,212,160011,30,0,1001;1003;1014,0,0,0,tower_13.lua,,,,,ShadowCamera12,0,0,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,0,0,7500,1,0,0
