序号,卡牌资源,最高等级/怪物等级,星级,最高星级,进化所需,可突破次数,名称,性别,职业,阵营,特殊类型,攻击范围,攻击类型,材质,默认视野,AI编号,是否Boss,是否大型,1级血量,1级物攻,1级魔攻,1级物防,1级魔防,1级速度,升级血量,升级物攻,升级魔攻,升级物防,升级魔防,升级速度,暴率,暴击抗性,命中,闪避,反击,反击次数,反击抗性,格挡,格挡抗性,伤害浮动范围,基础仇恨,稀有,占几个格子,可行动次数,每次行动衰减,移动范围,可移动高度,可攻击高度,可否斜向移动,穿越其他人,被其他人穿越,飞行,普攻技能,被动技能,防御技能,怒气技能1,怒气技能2,角色怒气上限,卡牌出场特效,卡面特效,升级类别,唯一编号,转换成碎片数,类型(0玩家卡牌；1普通小怪；2普通BOSS；3需要显示大血条的巨型BOSS）,宗属国,模型缩放,普攻寻路,必杀寻路,SSR,效果命中,效果抵抗,暴击伤害,物理穿透,魔法穿透,可转职业,星石类型,选择类型,血条系数,弓手动作,特殊AI,特殊进攻AI
601216,2900,75,6,6,0;0,0,2900,1,11,21,0,1,1,0,100,1,0,0,34300,1670,0,1781,1484,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601217,2100,75,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,17150,1670,0,1781,1484,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2030413,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601218,2200,75,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,6074,0,2004,1336,1929,75,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601221,27,15,6,6,0;0,0,271,2,11,21,0,1,1,0,100,110101,0,0,1706,263,0,119,99,998,0,0,0,0,0,0,15,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,270101,270104;270105;270107;270108;2000003;2030421,270103,270102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601222,5,15,6,6,0;0,0,51,2,12,21,0,1,1,0,100,120101,0,0,906,302,0,89,89,999,0,0,0,0,0,0,15,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,50101,50104;50105;50107;50108;2000004;2030422,50103,50102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601223,27,35,6,6,0;0,0,271,2,11,21,0,1,1,0,100,110101,0,0,7272,920,0,397,331,998,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,270101,270104;270105;270107;270108;2000003;2030421,270103,270102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601224,5,35,6,6,0;0,0,51,2,12,21,0,1,1,0,100,120101,0,0,3864,1058,0,298,298,999,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,50101,50104;50105;50107;50108;2000004;2030422,50103,50102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601225,27,55,6,6,0;0,0,271,2,11,21,0,1,1,0,100,110101,0,0,11980,1478,0,632,526,998,0,0,0,0,0,0,25,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,270101,270104;270105;270107;270108;2000003;2030421,270103,270102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601226,5,55,6,6,0;0,0,51,2,12,21,0,1,1,0,100,120101,0,0,6364,1700,0,474,474,999,0,0,0,0,0,0,25,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,50101,50104;50105;50107;50108;2000004;2030422,50103,50102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601227,27,75,6,6,0;0,0,271,2,11,21,0,1,1,0,100,110101,0,0,17150,2088,0,890,742,998,0,0,0,0,0,0,25,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,270101,270104;270105;270107;270108;2000003;2030421,270103,270102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601228,5,75,6,6,0;0,0,51,2,12,21,0,1,1,0,100,120101,0,0,9111,2401,0,668,668,999,0,0,0,0,0,0,25,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,50101,50104;50105;50107;50108;2000004;2030422,50103,50102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601231,2105,15,6,6,0;0,0,2105,1,12,21,0,1,1,0,100,1,0,0,2416,302,0,17622,0,15,0,0,0,0,0,0,5,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601232,39,15,6,6,0;0,0,391,2,14,21,0,2,2,0,100,140101,0,0,604,0,316,178,257,15,0,0,0,0,0,0,5,7,105,0,0,0,0,0,0,0,0,0,1,1,100,0,1,50,0,0,0,0,390101,390104;390105;390106;390107;2000004,390103,390102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601233,2105,35,6,6,0;0,0,2105,1,12,21,0,1,1,0,100,1,0,0,10304,1058,0,59004,0,35,0,0,0,0,0,0,10,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601234,39,35,6,6,0;0,0,391,2,14,21,0,2,2,0,100,140101,0,0,2576,0,1104,596,861,35,0,0,0,0,0,0,10,7,105,0,0,0,0,0,0,0,0,0,1,1,100,0,1,50,0,0,0,0,390101,390104;390105;390106;390107;2000004,390103,390102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601235,2105,55,6,6,0;0,0,2105,1,12,21,0,1,1,0,100,1,0,0,16972,1700,0,93852,0,55,0,0,0,0,0,0,15,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601236,39,55,6,6,0;0,0,391,2,14,21,0,2,2,0,100,140101,0,0,4243,0,1774,948,1369,55,0,0,0,0,0,0,15,7,105,0,0,0,0,0,0,0,0,0,1,1,100,0,1,50,0,0,0,0,390101,390104;390105;390106;390107;2000004,390103,390102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601237,2105,75,6,6,0;0,0,2105,1,12,21,0,1,1,0,100,1,0,0,24296,2401,0,132264,0,75,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601238,39,75,6,6,0;0,0,391,2,14,21,0,2,2,0,100,140101,0,0,6074,0,2506,1336,1929,75,0,0,0,0,0,0,20,7,105,0,0,0,0,0,0,0,0,0,1,1,100,0,1,50,0,0,0,0,390101,390104;390105;390106;390107;2000004,390103,390102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601241,6330,1,6,6,0;0,0,20027,1,11,21,0,1,1,0,100,1,0,0,7,1,1,1,1,15,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,100,0,1,1,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601242,14,15,6,6,0;0,0,141,2,15,21,0,1,2,0,100,150101,0,0,711,263,263,218,218,15,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,140101,140104;140105;140106;140107;140108;140109;2000004,140103,140102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601243,2600,15,6,6,0;0,0,2600,2,15,21,0,2,2,0,100,1,0,0,711,263,263,218,218,15,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601244,14,35,6,6,0;0,0,141,2,15,21,0,1,2,0,100,150101,0,0,3030,920,920,728,728,35,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,140101,140104;140105;140106;140107;140108;140109;2000004,140103,140102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601245,2600,35,6,6,0;0,0,2600,2,15,21,0,2,2,0,100,1,0,0,3030,920,920,728,728,35,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601246,14,55,6,6,0;0,0,141,2,15,21,0,1,2,0,100,150101,0,0,4992,1478,1478,1158,1158,55,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,140101,140104;140105;140106;140107;140108;140109;2000004,140103,140102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601247,2600,55,6,6,0;0,0,2600,2,15,21,0,2,2,0,100,1,0,0,4992,1478,1478,1158,1158,55,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601248,14,75,6,6,0;0,0,141,2,15,21,0,1,2,0,100,150101,0,0,7146,2088,2088,1632,1632,75,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,140101,140104;140105;140106;140107;140108;140109;2000004,140103,140102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601249,2600,75,6,6,0;0,0,2600,2,15,21,0,2,2,0,100,1,0,0,7146,2088,2088,1632,1632,75,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601251,600000,99,6,6,0;0,0,2011,3,15,21,0,0,0,0,100,1,0,0,2,233,233,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,1,1,0,1,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601252,6100,99,6,6,0;0,0,6100,1,11,21,0,1,1,0,100,1,0,0,2,666,0,2477,2064,80,0,0,0,0,0,0,20,7,300,0,0,0,0,0,0,0,0,0,1,1,100,0,1,1,0,0,0,0,2010002,2010519;2000002,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601261,5007,20,6,6,0;0,0,2011,3,15,21,0,0,0,0,100,1,0,0,3,410,410,332,332,20,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601262,6060,15,6,6,0;0,0,6060,2,15,21,0,2,2,0,100,1,0,0,711,263,263,218,218,15,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601263,41,15,6,6,0;0,0,411,2,11,21,0,1,1,0,100,110101,0,0,1706,263,0,238,198,15,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,410101,410104;410105;410106;410108;410109;410111;2000004;2030423,410103,410102,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
601264,6060,35,6,6,0;0,0,6060,2,15,21,0,2,2,0,100,1,0,0,3030,920,920,728,728,35,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508;2030424,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601265,41,35,6,6,0;0,0,411,2,11,21,0,1,1,0,100,110101,0,0,7272,920,0,794,662,35,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,410101,410104;410105;410106;410108;410109;410111;2000004;2030423,410103,410102,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
601266,6060,55,6,6,0;0,0,6060,2,15,21,0,2,2,0,100,1,0,0,4992,1478,1478,1158,1158,55,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508;2030424,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601267,41,55,6,6,0;0,0,411,2,11,21,0,1,1,0,100,110101,0,0,11980,1478,0,1264,1053,55,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,410101,410104;410105;410106;410108;410109;410111;2000004;2030423,410103,410102,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
601268,6060,75,6,6,0;0,0,6060,2,15,21,0,2,2,0,100,1,0,0,7146,2088,2088,1632,1632,75,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508;2030424,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601269,41,75,6,6,0;0,0,411,2,11,21,0,1,1,0,100,110101,0,0,17150,2088,0,1781,1484,75,0,0,0,0,0,0,20,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,410101,410104;410105;410106;410108;410109;410111;2000004;2030423,410103,410102,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
602011,5007,1,6,6,0;0,0,5007,3,15,21,0,0,1,0,100,1,0,0,3,100,100,92,92,1,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602012,6132,15,6,6,0;0,0,6132,2,13,21,0,3,1,0,100,131,0,0,391,289,0,178,178,15,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,0,1,99,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602013,6150,15,6,6,0;0,0,6150,2,11,21,0,1,1,0,100,1,0,0,853,131,0,238,198,200,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,5,99,1,0,0,0,1,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602014,6280,15,6,6,0;0,0,6280,2,13,21,0,20,1,0,100,1,1,1,782,289,0,178,178,15,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,3,1,100,0,0,99,0,0,0,0,2010517,0,0,0,0,0,0,0,1,1984,0,3,0,3,0,0,0,0,0,150,7,7,0,0,0,3,0,0,0
602021,5007,1,6,6,0;0,0,5007,3,15,21,0,0,1,0,100,1,0,0,3,100,100,92,92,1,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602022,6132,35,6,6,0;0,0,6132,2,13,21,0,3,1,0,100,131,0,0,1666,1012,0,596,596,35,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,0,1,99,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602023,6150,35,6,6,0;0,0,6150,2,11,21,0,1,1,0,100,1,0,0,3636,460,0,794,662,300,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,5,99,1,0,0,0,1,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602024,6280,35,6,6,0;0,0,6280,2,13,21,0,20,1,0,100,1,1,1,3333,1012,0,596,596,35,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,3,1,100,0,0,99,0,0,0,0,2010517,0,0,0,0,0,0,0,1,1984,0,3,0,3,0,0,0,0,0,150,7,7,0,0,0,3,0,0,0
602031,5007,1,6,6,0;0,0,5007,3,15,21,0,0,1,0,100,1,0,0,3,100,100,92,92,1,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602032,6132,55,6,6,0;0,0,6132,2,13,21,0,3,1,0,100,131,0,0,2745,1626,0,948,948,55,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,0,1,99,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602033,6150,55,6,6,0;0,0,6150,2,11,21,0,1,1,0,100,1,0,0,5990,739,0,1264,1053,400,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,5,99,1,0,0,0,1,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602034,6280,55,6,6,0;0,0,6280,2,13,21,0,20,1,0,100,1,1,1,5491,1626,0,948,948,55,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,3,1,100,0,0,99,0,0,0,0,2010517,0,0,0,0,0,0,0,1,1984,0,3,0,3,0,0,0,0,0,150,7,7,0,0,0,3,0,0,0
602041,5007,1,6,6,0;0,0,5007,3,15,21,0,0,1,0,100,1,0,0,3,100,100,92,92,1,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602042,6132,75,6,6,0;0,0,6132,2,13,21,0,3,1,0,100,131,0,0,3930,2297,0,1336,1336,75,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,0,1,99,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602043,6150,75,6,6,0;0,0,6150,2,11,21,0,1,1,0,100,1,0,0,8575,1044,0,1781,1484,200,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,5,99,1,0,0,0,1,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
602044,6280,75,6,6,0;0,0,6280,2,13,21,0,20,1,0,100,1,1,1,7861,2297,0,1336,1336,75,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,3,1,100,0,0,99,0,0,0,0,2010517,0,0,0,0,0,0,0,1,1984,0,3,0,3,0,0,0,0,0,150,7,7,0,0,0,3,0,0,0
602061,6231,15,6,6,0;0,0,6231,2,12,21,0,1,1,0,100,602061,0,0,604,302,0,178,178,15,0,5,5,5,5,0,20,5,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2030401;2030402,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602062,6232,15,6,6,0;0,0,6232,1,15,21,0,2,2,0,100,602062,0,0,711,263,263,218,218,15,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,1,2,100,1,1,50,0,0,0,0,2030403;2010006;2030404,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602063,2023,15,6,6,0;0,0,2023,3,11,21,0,10,1,0,100,602063,1,1,853,263,0,238,198,15,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,2,2,100,0,1,50,0,0,0,0,2030405;2030406;2030407;2030408,2030410,0,0,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602064,29,15,6,6,0;0,0,291,2,11,21,0,1,1,0,100,602064,0,0,853,263,0,238,198,15,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,290101,290104;290105;290106;2000004,290103,290102,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602065,6212,15,6,6,0;0,0,6212,3,14,21,0,10,2,0,100,1,0,0,604,0,316,178,257,15,0,5,5,5,5,0,5,5,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2920281,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602071,6231,35,6,6,0;0,0,6231,2,12,21,0,1,1,0,100,602061,0,0,2576,1058,0,596,596,35,0,5,5,5,5,0,20,5,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2030401;2030402,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602072,6232,35,6,6,0;0,0,6232,1,15,21,0,2,2,0,100,602062,0,0,3030,920,920,728,728,35,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,1,2,100,1,1,50,0,0,0,0,2030403;2010006;2030404,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602073,2023,35,6,6,0;0,0,2023,3,11,21,0,10,1,0,100,602063,1,1,3636,920,0,794,662,35,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,2,2,100,0,1,50,0,0,0,0,2030405;2030406;2030407;2030408,2030410,0,0,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602074,29,35,6,6,0;0,0,291,2,11,21,0,1,1,0,100,602064,0,0,3636,920,0,794,662,35,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,290101,290104;290105;290106;2000004,290103,290102,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602075,6212,35,6,6,0;0,0,6212,3,14,21,0,10,2,0,100,1,0,0,2576,0,1104,596,861,35,0,5,5,5,5,0,5,5,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2920281,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602081,6231,55,6,6,0;0,0,6231,2,12,21,0,1,1,0,100,602061,0,0,4243,1700,0,948,948,55,0,5,5,5,5,0,20,5,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2030401;2030402,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602082,6232,55,6,6,0;0,0,6232,1,15,21,0,2,2,0,100,602062,0,0,4992,1478,1478,1158,1158,55,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,1,2,100,1,1,50,0,0,0,0,2030403;2010006;2030404,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602083,2023,55,6,6,0;0,0,2023,3,11,21,0,10,1,0,100,602063,1,1,5990,1478,0,1264,1053,55,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,2,2,100,0,1,50,0,0,0,0,2030405;2030406;2030407;2030408,2030410,0,0,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602084,29,55,6,6,0;0,0,291,2,11,21,0,1,1,0,100,602064,0,0,5990,1478,0,1264,1053,55,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,290101,290104;290105;290106;2000004,290103,290102,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602085,6212,55,6,6,0;0,0,6212,3,14,21,0,10,2,0,100,1,0,0,4243,0,1774,948,1369,55,0,5,5,5,5,0,5,5,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2920281,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602051,6231,75,6,6,0;0,0,6231,2,12,21,0,1,1,0,100,602061,0,0,6074,2401,0,1336,1336,75,0,5,5,5,5,0,20,5,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2030401;2030402,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602050,6232,75,6,6,0;0,0,6232,1,15,21,0,2,2,0,100,602062,0,0,7146,2088,2088,1632,1632,75,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,1,2,100,1,1,50,0,0,0,0,2030403;2010006;2030404,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602053,2023,75,6,6,0;0,0,2023,3,11,21,0,10,1,0,100,602063,1,1,8575,2088,0,1781,1484,75,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,2,2,100,0,1,50,0,0,0,0,2030405;2030406;2030407;2030408,2030410,0,0,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
602054,29,75,6,6,0;0,0,291,2,11,21,0,1,1,0,100,602064,0,0,8575,2088,0,1781,1484,75,0,5,5,5,5,0,5,5,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,290101,290104;290105;290106;2000004,290103,290102,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
